dept,jednostka,url,liczba,zdanie
DZS,"SĄD REJONOWY W SZCZECINKU ul. Bohaterów Warszawy 42, 78-400 SZCZECINEK Wystąpienie Data pu","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf","92,75","U. poz. 63. 7 §§: 4010 i 4030. 8 § 4610. 9 § 4040. 10 Również na koniec 2024 r. 11 Rozdział 75502, §4580. 12 Zostały one naliczone od łącznej kwoty zobowiązań wynoszącej 413,7 tys. zł. 4 z 14 W 2025 r. wobec Sądu prowadzonych było"
DZS,"SĄD REJONOWY W SZCZECINKU ul. Bohaterów Warszawy 42, 78-400 SZCZECINEK Wystąpienie Data pu","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,"W 2025 r. w porównaniu do roku poprzedniego w grupie: a) osób nieobjętych mnożnikowymi systemami wynagrodzeń (01) wynagrodzenie zwiększyło się o 1,5 tys. zł (z 8,4 tys. zł do 9,9 tys. zł), przy jednoczesnym zmniejszeniu przeciętne"
DZS,"SĄD REJONOWY W SZCZECINKU ul. Bohaterów Warszawy 42, 78-400 SZCZECINEK Wystąpienie Data pu","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,"U. z 2025 r., poz. 1483, ze zm.; dalej: ufp. 16 Na podstawie wyroków sądowych dwóm sędziom w stanie spoczynku. 17 Przyznanych przez sąd. 18 Pismo Dyrektora Sądu Apelacyjnego w Szczecinie z 18 marca 2025 r. 19 Pismo Prezesa Sądu Ap"
DZS,"STAROSTWO POWIATOWE W DRAWSKU POMORSKIM Pl. E. Orzeszkowej 3, 78-500 DRAWSKO POMORSKIE Wys","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf",,NOT_FOUND
DZS,URZĄD MARSZAŁKOWSKI WOJEWÓDZTWA ZACHODNIOPOMORSKIEGO W SZCZECINIE ul. Marsz. J. Piłsudskie,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,dzs~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",,NOT_FOUND
KBN,"Agencja Mienia Wojskowego ul. Nowowiejska 26A, 00-911 Warszawa Wystąpienie Data publikacji","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id13~01,typ,kj.pdf",,NOT_FOUND
KBN,"Agencja Uzbrojenia ul. Królewska 1/7, 00-909 Warszawa Wystąpienie Data publikacji : 2026-0","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id12~01,typ,kj.pdf",,NOT_FOUND
KBN,"Centralny Zarząd Służby Więziennej ul. Rakowiecka 37a, 02-521 Warszawa Wystąpienie Data pu","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",29021,"W 2025 r. na ten cel CZSW, jako dysponent środków III stopnia, wydatkował kwotę 2 909 tys. zł. (akta kontroli str. 13; 73; 190-195) Wydatki bieżące Przeciętne zatrudnienie w SW w 2025 r. wyniosło 29 021 osób (w 2024 r. – 28 475 os"
KBN,"Centralny Zarząd Służby Więziennej ul. Rakowiecka 37a, 02-521 Warszawa Wystąpienie Data pu","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",9847,"Przeciętne miesięczne wynagrodzenie brutto na jednego pełnozatrudnionego wynosiło 9 847 tys. zł i w porównaniu do 2024 r. było wyższe o 7,6%. (akta kontroli str. 14; 16) Przeciętne zatrudnienie u dysponenta III stopnia wynosiło 51"
KBN,Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni Przeciwko Narodowi Polskiemu ul. Jan,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf",2214,"Niższa realizacja wydatków wynikała przede wszystkim ze znacznie mniejszej, niż w 2024 r. kwoty wydatków inwestycyjnych jednostki budżetowej. (akta kontroli Tom I str. 252-253, 291-295, Tom II str. 97-99, 109-114, 406-420) Zatrudn"
KBN,Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni Przeciwko Narodowi Polskiemu ul. Jan,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf",905,Przeciętne zatrudnienie w Centrali IPN w 2025 r. wyniosło 905 osób (w przeliczeniu na pełnozatrudnionych)
KBN,"Komenda Główna Policji ul. Puławska 148/150, 02-624 Warszawa Wystąpienie Data publikacji :","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id10~01,typ,kj.pdf","120447,9","Przeciętne zatrudnienie w Policji w 2025 r. (w przeliczeniu na pełnozatrudnionych) wyniosło 120 447,9 osób, w tym: 97 714,1 funkcjonariuszy, 11 448,2 członków ksc i 11 285,6 pracowników Policji (osób nieobjętych mnożnikowym system"
KBN,"Komenda Główna Policji ul. Puławska 148/150, 02-624 Warszawa Wystąpienie Data publikacji :","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id10~01,typ,kj.pdf","3698,8","Przeciętne zatrudnienie w KGP w 2025 r. wyniosło 3 698,8 osoby, w tym 2 235,3 funkcjonariuszy, 952,6 członków ksc oraz 510,9 pracowników Policji"
KBN,"Komenda Główna Policji ul. Puławska 148/150, 02-624 Warszawa Wystąpienie Data publikacji :","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id10~01,typ,kj.pdf",,"W porównaniu z 2024 r. przeciętne zatrudnienie było wyższe o 170 osób (4,8%), w tym w grupie funkcjonariuszy zwiększyło się o 131 osób, w ksc o 20, a w grupie pracowników Policji o 19 osób19"
KBN,"Ministerstwo Obrony Narodowej Al. Niepodległości 218, 00-911 Warszawa Wystąpienie Data pub","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id11~01,typ,kj.pdf",,Przeciętne zatrudnienie w przeliczeniu na pełne etaty wyniosło w 2025 roku 195 620 osób13 i było o 10 804 osoby wyższe niż w 2024 r
KBN,"Ministerstwo Spraw Wewnętrznych i Administracji ul. Batorego 5, 02-591 Warszawa Wystąpieni","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id9~01,typ,kj.pdf",145558,"Przeciętne zatrudnienie w roku 2025 wyniosło 145 558 i było wyższe o 4 565 osób względem 2024 r., tj. o 3,2% m.in. z uwagi na: wzrost zatrudnienia funkcjonariuszy (o 4 334 osób) oraz członków korpusu służby cywilnej (o 153 osób) i"
KBN,"Ministerstwo Sprawiedliwości Aleje Ujazdowskie 11, 00-950 Warszawa Wystąpienie Data publik","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,"III str.205-213, 252, 308-316, 344-374) W 2025 r. przeciętne zatrudnienie w części 15/00 – sądy powszechne wzrosło o 1367 etatów, tj. o 2,6% w stosunku do 2024 r. 37, przy czym najwyższą dynamikę wzrostu stanu zatrudnienia odnotow"
KBN,"Ministerstwo Sprawiedliwości Aleje Ujazdowskie 11, 00-950 Warszawa Wystąpienie Data publik","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,"Najwyższy wzrost przeciętnego zatrudnienia nastąpił w grupie asystentów sędziów (o 658 etatów, tj. 17,3%), urzędników sądowych (o 626 etatów, tj. 2,1%) i grupie referendarzy sądowych (o 143 etaty, tj. 5,5%)"
KBN,"Ministerstwo Sprawiedliwości Aleje Ujazdowskie 11, 00-950 Warszawa Wystąpienie Data publik","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,Nieznaczny spadek przeciętnego zatrudnienia w stosunku do roku 2024 r. odnotowano w grupie sędziów (o 46 etaty) i innych pracowników sądowych (o 87 etatów)
KBN,"Ministerstwo Sprawiedliwości Aleje Ujazdowskie 11, 00-950 Warszawa Wystąpienie Data publik","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",,"Jak wyjaśniła Zastępca Dyrektora Departamentu Kadr i Organizacji Sądów Powszechnych i Wojskowych, wzrost przeciętnego zatrudnienia zarówno w grupie asystentów sędziów, jak i innych grupach zawodowych, wynikał bezpośrednio z przyzn"
KBN,"Ministerstwo Sprawiedliwości Aleje Ujazdowskie 11, 00-950 Warszawa Wystąpienie Data publik","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf",,W 2025 roku przeciętne zatrudnienie wzrosło względem roku poprzedniego z 874 do 894 osób
KBN,"Ministerstwo Sprawiedliwości Aleje Ujazdowskie 11, 00-950 Warszawa Wystąpienie Data publik","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf",,Jednocześnie odnotowano spadek przeciętnego zatrudnienia w grupie osób nieobjętych mnożnikowymi systemami wynagrodzeń z 165 do 142 oraz w grupie osób zajmujących kierownicze stanowiska państwowe z sześciu do czterech
KBN,"Naczelny Sąd Administracyjny ul. Gabriela Piotra Boduena 3/5, 00-011 Warszawa Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",2364,"Ponadto nie zrealizowano podzadania „płatność za I i II etap Systemu Obsługi Sekretariatów Sądów Administracyjnych (OSSA)”, bowiem na 2026 r. został przesunięty termin zakończenia prac objętych etapem II. (akta kontroli tom III st"
KBN,"Naczelny Sąd Administracyjny ul. Gabriela Piotra Boduena 3/5, 00-011 Warszawa Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",555,W Naczelnym Sądzie Administracyjnym (dysponent III stopnia) przeciętne zatrudnienie w 2025 r. wyniosło 555 osób i było wyższe w porównaniu do 2024 r. o 34 etaty
KBN,"Naczelny Sąd Administracyjny ul. Gabriela Piotra Boduena 3/5, 00-011 Warszawa Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",,"Wzrost przeciętnego zatrudnienia zarówno w części budżetowej 05, jak i w Naczelnym Sądzie Administracyjnym wynikał m.in. ze zmian w grupie osób nieobjętych mnożnikowymi systemami wynagrodzeń, tj. pracowników administracji oraz w g"
KBN,"Prokuratura Krajowa ul. Postępu 3, 02-676 Warszawa Wystąpienie Data publikacji : 2026-08-0","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf",14935,"Wydatki te dotyczyły w szczególności zakupu przestrzeni dyskowej do macierzy obiektowych, rozbudowy infrastruktury sieciowej, licencji na potrzeby systemów teleinformatycznych, zestawów komputerowych, serwisu gwarancyjnego urządze"
KBN,"Prokuratura Krajowa ul. Postępu 3, 02-676 Warszawa Wystąpienie Data publikacji : 2026-08-0","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf",,W porównaniu do przeciętnego zatrudnienia w 2024 r. było wyższe o 136 osób (33 osoby w dziale 752 Obrona narodowa oraz 103 osoby w dziale 755)
KBN,"Prokuratura Krajowa ul. Postępu 3, 02-676 Warszawa Wystąpienie Data publikacji : 2026-08-0","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf",378,"Wzrost był spowodowany zwiększeniem wynagrodzeń grupy orzeczniczej oraz wypłatą wyrównania wynagrodzeń prokuratorom i asesorom, a także wzrostem wynagrodzeń grupy pracowniczej 5/12 wynikającym z waloryzacji oraz zrealizowanych pod"
KBN,"Sąd Najwyższy Pl. Krasińskich 2/4/6, 00-951Warszawa Wystąpienie Data publikacji : 2026-08-","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",22904,"Kwoty te zostały przeznaczone na zwiększenie funduszu nagród za szczególne osiągnięcia w pracy dla asystentów sędziów oraz pracowników administracji i innych pracowników Sądu Najwyższego, w tym za wykonywanie czynności związanych "
KBN,"Sąd Najwyższy Pl. Krasińskich 2/4/6, 00-951Warszawa Wystąpienie Data publikacji : 2026-08-","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,Przeciętne zatrudnienie w 2025 r. w grupie zawodowej sędziów Sądu Najwyższego utrzymało się na tym samym poziomie jak w 2024 r
KBN,"Sąd Najwyższy Pl. Krasińskich 2/4/6, 00-951Warszawa Wystąpienie Data publikacji : 2026-08-","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,"Na wzrost przeciętnego zatrudnienia w grupie urzędników państwowych i pracowników niebędących urzędnikami państwowymi w 2025 r., w porównaniu do roku 2024, wpływ miała przede wszystkim fluktuacja kadr wynikająca z przyczyn obiekty"
KBN,"Sąd Najwyższy Pl. Krasińskich 2/4/6, 00-951Warszawa Wystąpienie Data publikacji : 2026-08-","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",,"Ze względu na konieczność przeprowadzenia stosownych postępowań konkursowych stanowiska, które zwolniły się w roku 2024, zostały obsadzone dopiero w roku 2025, co znalazło odzwierciedlanie w poziomie przeciętnego zatrudnienia"
KBN,"Trybunał Konstytucyjny Al. J. C. Szucha 12A, 00-918 Warszawa Wystąpienie Data publikacji :","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",131,"Środki te przeznaczono między innymi na: wynagrodzenia oraz pochodne od wynagrodzeń, zakup energii elektrycznej i cieplnej, dostęp do orzecznictwa i aktów prawnych, zakup sprzętu komputerowego i oprogramowania oraz zakup usług: sp"
KBN,"Urząd Ochrony Danych Osobowych ul. Stawki 2, 00-193 Warszawa Wystąpienie Data publikacji :","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kbn~p_26_001_202601120841541768203714~id7~01,typ,kj.pdf",,"W 2025 r. w części 10 - Urząd Ochrony Danych Osobowych przeciętne zatrudnienie (w osobach w przeliczeniu na pełne etaty) w porównaniu do 2024 r. zwiększyło się o 6,6% (z 258 do 275, tj. o 17 osób)"
KFP,"Bank Gospodarstwa Krajowego Centrala w Warszawie 00-955 Warszawa, Al. Jerozolimskie 7, woj","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id20~01,typ,kj.pdf",,NOT_FOUND
KFP,"Biuro Rzecznika Praw Obywatelskich 00-090 Warszawa, Al. Solidarności 77, woj. Mazowieckie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id3~01,typ,kj.pdf",332,"U. poz. 928. 4 z 13 - wynagrodzeń osobowych i pochodnych od tych wynagrodzeń o 5660 tys. zł, tj. o 10,5%, - zakupu usług pozostałych o 263,5 tys. zł, tj. o 3,7%, - zakupu usług obejmujących wykonanie ekspertyz, analiz i opinii o 2"
KFP,"Główny Urząd Statystyczny w Warszawie 00-925 Warszawa, Al. Niepodległości 208, woj. mazowi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf","9338,14","Przeciętne miesięczne wynagrodzenie brutto na jednego pełnozatrudnionego w 2025 r. wynosiło 9338,14 zł i w porównaniu z przeciętnym wynagrodzeniem brutto w 2024 r. (8777,29 zł) było wyższe o 560,85 zł, tj. o 6,4%. Przeciętne zatru"
KFP,"Główny Urząd Statystyczny w Warszawie 00-925 Warszawa, Al. Niepodległości 208, woj. mazowi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf",1450,"Przeciętne zatrudnienie w grupie pracowników nieobjętych mnożnikowym systemem wynagradzania wynosiło 1450 osób (o 25 osób mniej niż w 2024 r.), a w grupie osób będących członkami korpusu służby cywilnej wynosiło 3528 osób (o 44 os"
KFP,"Główny Urząd Statystyczny w Warszawie 00-925 Warszawa, Al. Niepodległości 208, woj. mazowi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf",,Ponadto przeciętne zatrudnienie w grupie osób zajmujących kierownicze stanowiska wyniosło trzy osoby (o dwie osoby więcej niż w 2024 r.)
KFP,"Główny Urząd Statystyczny w Warszawie 00-925 Warszawa, Al. Niepodległości 208, woj. mazowi","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id8~01,typ,kj.pdf",,"Wzrost przeciętnego zatrudnienia w części 58 wynikał m.in. z zatrudnienia dodatkowego personelu w obszarach obsługi medialnej, w obszarze komunikacji i promocji, realizacji prac badawczo-rozwojowych i eksperymentalnych, realizacji"
KFP,"Kancelaria Prezesa Rady Ministrów 00-583 Warszawa, Al. Ujazdowskie 1/3, woj. Mazowieckie W","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id12~01,typ,kj.pdf",,NOT_FOUND
KFP,"Kancelaria Prezesa Rady Ministrów 00-583 Warszawa, Al. Ujazdowskie 1/3, woj. Mazowieckie W","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",737,"Przeciętne zatrudnienie w KPRM w 2025 r. wyniosło 737 pełnozatrudnionych i było niższe o 11 (tj. o 1,5%) niż w 2024 r. (748 pełnozatrudnionych)"
KFP,"Kancelaria Prezesa Rady Ministrów 00-583 Warszawa, Al. Ujazdowskie 1/3, woj. Mazowieckie W","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",,"Spadek przeciętnego zatrudnienia w 2025 r. w stosunku do 2024 r., jak wyjaśnił Dyrektor BBF, działający z upoważnienia Dyrektora Generalnego KPRM, dotyczył głównie pracowników nieobjętych mnożnikowymi systemami wynagrodzeń i wynik"
KFP,"Kancelaria Prezesa Rady Ministrów 00-583 Warszawa, Al. Ujazdowskie 1/3, woj. Mazowieckie W","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id5~01,typ,kj.pdf",,"Dyrektor Biura Kadr i Rozwoju Zawodowego wyjaśniła m.in., że po każdym zakończonym kwartale BKRZ49 przekazuje do BBF (…) stan przeciętnego zatrudnienia i stan na koniec okresu w podziale na paragrafy klasyfikacji budżetowej, które"
KFP,"Kancelaria Prezydenta Rzeczypospolitej Polskiej 00-902 Warszawa, ul. Wiejska 10, woj. Mazo","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id0~01,typ,kj.pdf",440,"Przeciętne zatrudnienie w przeliczeniu na pełnozatrudnionych w części 01 w 2025 r. wyniosło 440 osób i było o 19 osób (o 4,5%) wyższe niż w 2024 r"
KFP,"Kancelaria Sejmu RP 00-902 Warszawa, ul. Wiejska 4/6/8, woj. Mazowieckie Wystąpienie Data ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",1785,"Przeciętne zatrudnienie według sprawozdania Rb-70 o zatrudnieniu i wynagrodzeniach za cztery kwartały 2025 r. (w przeliczeniu na pełne etaty) wyniosło 1785 osób i było wyższe o 75 osób w porównaniu do 2024 r. (1710 osób), z tego: "
KFP,"Kancelaria Sejmu RP 00-902 Warszawa, ul. Wiejska 4/6/8, woj. Mazowieckie Wystąpienie Data ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id1~01,typ,kj.pdf",,"Wzrost przeciętnego zatrudnienia w 2025 r. wynikał m.in. z: poszerzenia zakresu dotychczasowych zadań pionu ochrony, powołania nowego Wydziału Spraw Ustrojowych w Gabinecie Marszałka Sejmu, zwiększenia liczby i zakresu zadań związ"
KFP,"Kancelaria Senatu RP 00-902 Warszawa, ul. Wiejska 6/8, woj. Mazowieckie Wystąpienie Data p","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",441,"Udział dotacji i subwencji w wydatkach w części 03 wzrósł z 5,7% w 2024 r. do 28,6% w 2025 r., a udział wydatków bieżących jednostek budżetowych zmniejszył się z 71,4% do 54,3%. (akta kontroli tom I str. 37) Przeciętne zatrudnieni"
KFP,"Kancelaria Senatu RP 00-902 Warszawa, ul. Wiejska 6/8, woj. Mazowieckie Wystąpienie Data p","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id2~01,typ,kj.pdf",,Wzrost przeciętnego zatrudnienia w 2025 r. odnotowano głównie w Biurze Polonijnym (o siedem osób)
KFP,"Krajowe Biuro Wyborcze 00-902 Warszawa, ul. Wiejska 10, woj. Mazowieckie Wystąpienie Data ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id4~01,typ,kj.pdf","10573,38","Przeciętne miesięczne wynagrodzenie pracowników nieobjętych mnożnikowym systemem wynagradzania34 wyniosło 10 573,38 zł i było wyższe niż w 2024 r. o 5%. W centrali KBW przeciętne zatrudnienie w 2025 r. wyniosło 53,1 i było o 1,61 "
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id11~01,typ,kj.pdf",,NO_TEXT_LAYER(skan)
KFP,Inne Data publikacji : 2026-08-04 11:44,"https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id11~02,typ,kj.pdf",,NOT_FOUND
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id10~01,typ,kj.pdf",,NOT_FOUND
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id13~01,typ,kj.pdf",11276,"Przeciętne zatrudnienie w tych jednostkach wzrosło z 619 458 89 Przegląd zakończony raportem z lutego 2026 r. 90 https://www.gov.pl/web/finanse/przeglady-wydatkow-od-2024-r 34 z 44 osób w 2024 r. do 639 235 osób w 2025 r., tj. o 3"
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id15~01,typ,kj.pdf",,NOT_FOUND
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id14~01,typ,kj.pdf",,NOT_FOUND
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id16~01,typ,kj.pdf",,NOT_FOUND
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf",63537,"Najwyższy wzrost przeciętnego miesięcznego wynagrodzenia dotyczył funkcjonariuszy Służby Celno-Skarbowej – 11,5% oraz członków korpusu służby cywilnej – 11,2%. Przeciętne zatrudnienie w części 19 w 2025 r. wyniosło 63 537 osób i w"
KFP,"Ministerstwo Finansów 00-916 Warszawa, ul. Świętokrzyska 12, woj. Mazowieckie Wystąpienie ","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id6~01,typ,kj.pdf",,"Zwiększenie zatrudnienia wystąpiło również w Ministerstwie Finansów o 66 osób, tj. o 2,1% i w Krajowej Informacji Skarbowej o 48 osób (o 4,3%). 26 W trybie art. 69 ust. 2 pkt 1 ustawy o zmianie ustawy o COVID-19. 27 W trybie art. "
KFP,"Ministerstwo Spraw Zagranicznych 00-580 Warszawa, Al. J.Ch. Szucha 23, woj. Mazowieckie Wy","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id7~01,typ,kj.pdf",149,"Przeciętne zatrudnienie wyniosło 149 osób (w przeliczeniu na pełne etaty) i w stosunku do roku 2024 zwiększyło się o jedną osobę (tj. o 0,7%)"
KFP,"Ministerstwo Spraw Zagranicznych 00-580 Warszawa, Al. J.Ch. Szucha 23, woj. Mazowieckie Wy","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id7~01,typ,kj.pdf",3349,Przeciętne zatrudnienie w 2025 r. w części 45 wyniosło 3349 osób (w przeliczeniu na pełne etaty) i było wyższe od przeciętnego zatrudnienia w 2024 r. o 65 osób
KFP,"Polska Agencja Nadzoru Audytowego 01-217 Warszawa, ul. Kolejowa 1, woj. Mazowieckie Wystąp","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id19~01,typ,kj.pdf",,NOT_FOUND
KFP,"Rządowe Centrum Legislacji 00-522 Warszawa, ul. Krucza 36/Wspólna 6, woj. Mazowieckie Wyst","https://www.nik.gov.pl/kontrole/wyniki-kontroli-nik/pobierz,kfp~p_26_001_202601120841541768203714~id9~01,typ,kj.pdf",162,Przeciętne zatrudnienie w 2025 r. w części 75 wyniosło 162 osoby i było o 6 osób wyższe niż w 2024 r
